Charity Name,Charity Number,Postcode,Latitude,Longitude,Main Operating Location
Eagle's Flight International Gospel Centre,SC044667,EH14 3JL,55.91432869,-3.28047044,City of Edinburgh
Borders Further Education Trust,SC044668,TD1 3HE,55.60771082,-2.78322334,Scottish Borders
Friends of Neilson Park,SC044669,EH41 4EL,55.95246993,-2.79694591,East Lothian
Speak Out Advocacy SCIO,SC044671,ML3 6QR,55.77245583,-4.03822712,South Lanarkshire
Flow Country Rivers Trust,SC044673,KW1 4XF,58.54216399,-3.11855883,Highland
Chalmers Church Edinburgh,SC044674,EH10 4AZ,55.93172142,-3.20970263,City of Edinburgh
Kirkcaldy 6 Rainbow Unit,SC044675,KY2 6PD,56.13468197,-3.18853814,Fife
The South Lanarkshire College Foundation,SC044678,G75 0NE,55.75338738,-4.15805926,South Lanarkshire
Muir of Ord Development Trust,SC044689,IV6 7TN,57.50472494,-4.49092218,Highland
Haddington Community Development Trust,SC044691,EH41 4DA,55.95196698,-2.77437166,East Lothian
Dumfries and Galloway Hard of Hearing Group,SC044692,DG1 1EG,55.07084659,-3.61581095,Dumfries & Galloway
Aberdeenshire Signposting Project,SC044694,AB51 0TH,57.22422045,-2.34511371,Aberdeenshire
Buckhaven Beehive,SC044696,KY8 3PZ,56.17817542,-3.02652314,Fife
Lanarkshire Further Education Foundation,SC044697,EH3 9EE,55.94372139,-3.19360096,City of Edinburgh
St John's Primary Parent Council,SC044699,KA8 0JB,55.46594812,-4.62011574,South Ayrshire
The Muckle Toon Adventure,SC044700,DG13 0ES,55.14842231,-2.99746272,Dumfries & Galloway
1st Lochinch Rainbow Unit,SC044701,DG9 8RU,54.90159791,-4.96274751,Dumfries & Galloway
The Livingroom Church,SC044703,EH21 8AA,55.93922811,-3.01310051,East Lothian
Gauchalland East Tenants and Residents Association (SCIO),SC044709,KA4 8BS,55.59773962,-4.39528868,East Ayrshire
The Mahler Players,SC044711,IV54 8XD,57.40436123,-5.61065398,Highland
Freckfest,SC044712,KA12 8SA,55.62575697,-4.67595577,North Ayrshire
Will H Ogilvie Memorial Trust,SC044713,DG12 6DX,54.98637594,-3.25739536,Scottish Borders
South Cowal Community Development Company,SC044716,PA23 7TH,55.89522606,-4.95377349,Argyll & Bute
Strathearn Pipe Band,SC044717,PH4 1QD,56.26108148,-3.78237567,Perth & Kinross
Westhill & Kingswells First Responders,SC044719,AB32 6LL,57.15437028,-2.28350133,Aberdeenshire
Upside Down's Orkney,SC044721,KW15 1UD,58.97948751,-2.94186673,Orkney Islands
Falkirk Rugby Football and Sports Club SCIO,SC044723,FK2 7YW,56.00639823,-3.80634695,Falkirk
Friends of Happy Valley,SC044724,KW16 3LA,58.97938081,-3.17563426,Orkney Islands
Langholm Gets Active,SC044725,DG13 0EQ,55.14527673,-2.98979038,Dumfries & Galloway
Dingwall Gaelic Choir,SC044726,IV7 8DG,57.56112878,-4.43108844,Highland
W Gordon Smith Award,SC044727,EH1 2AE,55.94951621,-3.20843198,City of Edinburgh
Warriston Community Tennis Club,SC044729,EH3 5LB,55.9647347,-3.19953456,City of Edinburgh
Stirling and Union Bridge Club,SC044735,FK8 2JT,56.11373226,-3.94350376,Stirling
Shetland Special Needs Action Group,SC044737,ZE1 0HN,60.15519975,-1.1561591,Shetland Islands
23rd Livingston Rainbow Unit,SC044739,EH54 9JY,55.87357604,-3.5351937,West Lothian
Exercise After Stroke- Stonehaven,SC044740,AB39 2BZ,56.96805155,-2.2254893,Aberdeenshire
Glowaid,SC044746,EH16 4GX,55.92989783,-3.12921707,City of Edinburgh
Craigshill Thistle Community Sports Club,SC044747,EH54 5BP,55.89556844,-3.5006551,West Lothian
Girlguiding Coldstream and Kelso District,SC044750,TD12 4NS,55.65477913,-2.2486555,Scottish Borders
Mintlaw Community Church,SC044752,AB42 4HL,57.54865269,-2.02391531,Aberdeenshire
The Friends of Duddingston Primary School,SC044754,EH15 1SW,55.9469207,-3.13166611,City of Edinburgh
Craigend Community Youth Group,SC044761,G33 5PQ,55.87678103,-4.16021829,Glasgow City
Carnoustie YMCA,SC044766,DD7 7NN,56.49872477,-2.74261443,Angus
Friends of Plockton Playpark,SC044767,IV52 8TR,57.33514468,-5.66381642,Highland
Burray Community Association,SC044768,KW17 2TQ,58.83165971,-2.93435267,Orkney Islands
4th Cardonald Rainbow Unit,SC044769,KA3 1NA,55.6220326,-4.50994492,Renfrewshire
2nd Forfar Rainbows,SC044775,DD8 2BB,56.64065336,-2.88332431,Angus
Carnoustie Panmure Football Club (SCIO),SC044776,DD7 6GX,56.50738076,-2.71589419,Angus
North Atlantic Re-Training Enterprise,SC044778,ZE1 0UD,60.14011725,-1.27656546,Shetland Islands
Carloway Estate Trust (Urras Oighreachd Charlabhaigh),SC044779,HS2 9AU,58.28003828,-6.76564111,Western Isles
Oban Winter Festival,SC044782,PA34 5JN,56.42169962,-5.46586973,Argyll & Bute
103rd D City of Edinburgh Brownie Unit,SC044788,EH4 6AU,55.96394975,-3.31267528,City of Edinburgh
The 4th Fife Cardenden Scout Group,SC044791,KY5 0HB,56.14912031,-3.2496368,Fife
The Bannan Fitness Club,SC044794,ML5 2JG,55.87144517,-4.05191514,North Lanarkshire
Edinburgh Iranian Festival,SC044795,EH17 8DY,55.90029146,-3.16197484,City of Edinburgh
Montrose Playhouse Project SCIO,SC044798,DD10 8NN,56.71661822,-2.46622795,Angus
Scone Remembers SCIO,SC044799,PH2 6GB,56.41845639,-3.39387991,Perth & Kinross
1st Aviemore and  Rothiemurchus Rainbow Unit,SC044800,PH22 1QQ,57.20303145,-3.82867876,Highland
Community Care Assynt Ltd,SC044803,IV27 4LT,58.15383426,-5.24680522,Highland
Scottish Centre of Textiles,SC044808,TD6 9RU,55.59851423,-2.72248085,Scottish Borders
Anstruther Tennis Club,SC044813,KY10 3YL,56.2292568,-2.6894709,Fife
1st Carluke Senior Section Unit,SC044814,ML11 9UW,55.67320886,-3.84644175,South Lanarkshire
Inverurie Music (SCIO),SC044816,AB21 9SE,57.17855567,-2.20869272,Aberdeenshire
Drumnadrochit Piping Society,SC044819,IV63 6TR,57.33120976,-4.47412615,Highland
Holyrood Evangelical Church,SC044820,EH7 5EP,55.95881456,-3.17232956,City of Edinburgh
27th City of Edinburgh Brownie Unit,SC044821,EH9 3HH,55.92558642,-3.18265674,City of Edinburgh
1st Old Aberdeen Guide Unit,SC044822,AB10 1UX,57.14522431,-2.11467336,Aberdeen
7th Mearns Guide Unit,SC044823,G77 6AA,55.77287245,-4.33261329,Glasgow City
Hillhead,SC044824,KA25 7LB,55.75849129,-4.69413066,North Ayrshire
The Raeburn Place Foundation,SC044826,EH2 1DF,55.95462273,-3.19617871,City of Edinburgh
Deerness Community Association,SC044828,KW17 2QL,58.94404069,-2.76922356,Orkney Islands
Whitburn Band,SC044829,EH47 9GA,55.8259535,-3.69436287,West Lothian
West Kilbride Community Sports Club SCIO,SC044832,KA23 9LH,55.6918627,-4.86454877,North Ayrshire
Buckie Community High School - School Fund,SC044833,AB56 1QB,57.67335626,-2.97112018,Moray
Newhaven Heritage Centre,SC044837,EH5 1EY,55.9804223,-3.22159214,City of Edinburgh
Drumchapel High School Learning Community Charitable Association,SC044838,G15 7SQ,55.91397729,-4.36705599,Glasgow City
18th Kirkcaldy Brownie Unit,SC044843,KY3 0AZ,56.06262067,-3.2458729,Fife
Cromdale and Advie Community Development Trust,SC044846,PH26 3LH,57.33667845,-3.54242403,Highland
4th Lochaber Scout Group,SC044853,PH49 4JE,56.67480487,-5.13334479,Highland
Cairneyhill Children's Gala Committee,SC044858,KY12 8XG,56.06230727,-3.53881672,Fife
Pitmedden Community Arts Festival SCIO,SC044861,AB51 6AS,57.29761492,-2.37201942,Aberdeenshire
Broughty Ferry Presbyterian Church Trust,SC044862,DD5 4NS,56.47850515,-2.82589554,Angus
Lauder Community and Leisure Centre,SC044865,TD2 6SX,55.71869798,-2.74741438,Scottish Borders
SLC Radio,SC044866,ML3 7BE,55.77543401,-4.03313678,South Lanarkshire
Euan Craig Foundation,SC044871,G51 4XW,55.86069125,-4.34537084,Glasgow City
3rd West Linton Rainbow Unit,SC044877,ML12 6QP,55.50344023,-3.42738763,Scottish Borders
KulturCollective,SC044880,DD10 0DQ,56.77565923,-2.38458965,Aberdeenshire
Blackthorn Allotments Association,SC044883,IV2 6BF,57.44553375,-4.22286373,Highland
Orkney Historic Boat Society,SC044884,KW17 2RE,58.93266531,-3.21011158,Orkney Islands
Skill Share,SC044886,DD2 1DX,56.46775079,-3.05901307,Dundee City
Hermitage Hall,SC044887,TD9 0LX,55.2486057,-2.77696233,Scottish Borders
3rd Westhill Rainbow Unit,SC044888,AB32 6WD,57.15725781,-2.28570552,Aberdeenshire
The Ness of Brodgar Trust ,SC044890,KW16 3JZ,58.99696943,-3.21421266,Orkney Islands
Loch Lomond Highland Games Limited,SC044895,G83 8NA,56.01458083,-4.55105199,West Dunbartonshire
Sanderson's Wynd Primary School Parent Council,SC044898,EH33 1DA,55.94695772,-2.95314383,East Lothian
Dalgety Bay Play Park,SC044900,KY11 9YP,56.03118058,-3.36637454,Fife
Riverside Stroke Support Group,SC044901,G42 7LJ,55.83768029,-4.25125518,Glasgow City
Friends of The Westray Playpark,SC044903,KW17 2DR,59.27633673,-2.9821473,Orkney Islands
Ellon Castle Gardens,SC044907,AB41 8PX,57.39260751,-2.13684134,Aberdeen
Aberdeen Hindu Temple Trust,SC044908,AB21 9HQ,57.18391624,-2.18127861,Aberdeen
Loch Shin Sailing Club,SC044909,IV27 4DH,58.01116705,-4.39725155,Highland
St Martin's Breakfast and After School Club,SC044913,EH33 2EL,55.94182452,-2.95580349,East Lothian
International Grace Ministries (IGM),SC044917,G5 8JD,55.84669789,-4.26430095,City of Edinburgh
Blackburn House Animal Shelter,SC044918,EH54 6UT,55.90015601,-3.53525202,West Lothian
Bonnyton Thistle Football Club,SC044922,KA1 2LT,55.61357282,-4.51046814,East Ayrshire
Langholm Youth Rugby Club,SC044923,DG13 0BB,55.15262193,-3.00693607,Dumfries & Galloway
Orkney Charitable Trust,SC044924,KW15 1SX,58.95262427,-2.96034173,Orkney Islands
Refuge Church Glasgow,SC044925,G51 4QE,55.86140715,-4.32992819,East Renfrewshire
Iona Primary School Parent Council,SC044927,PA76 6SP,56.3269165,-6.40481444,Argyll & Bute
Glenurquhart Highland Gathering & Games SCIO,SC044930,IV63 6UJ,57.32945501,-4.47105076,Highland
The Willow Tea Rooms Trust,SC044931,G2 3EX,55.86493824,-4.26111125,Glasgow City
Rothesay Pavilion,SC044932,PA20 9AS,55.83670834,-5.05409114,Argyll & Bute
Lochluichart Community Trust,SC044939,IV15 9SB,57.59598944,-4.428512,Highland
Preston Lodge Learning Foundation,SC044942,EH32 9QJ,55.95864332,-2.97093785,City of Edinburgh
Barrhead Community Sport Hub (SCIO),SC044943,G53 7LJ,55.80771636,-4.36233921,East Renfrewshire
Edinburgh North East Foodbank,SC044944,EH6 6BS,55.97202832,-3.17272926,City of Edinburgh
The Stove Network Limited,SC044947,DG1 2BJ,55.06823839,-3.60984863,Dumfries & Galloway
Balintore & District Residents Group,SC044952,IV20 1UU,57.75032447,-3.91945816,Highland
Forres Area Community Trust,SC044953,IV36 1PB,57.61076239,-3.61202015,Moray
Springburn Winter Garden Trust,SC044954,G21 1RX,55.87862691,-4.23400831,Glasgow City
The Isle of Coll Heritage Trust,SC044958,PA78 6SY,56.6233998,-6.52757721,Argyll & Bute
Arbroath Street Pastors,SC044959,DD11 1EU,56.56039248,-2.57863245,Angus
Strathglass Community Fund (SCIO),SC044964,IV4 7LN,57.34512237,-4.76771587,Highland
Inverurie and District Men's Shed,SC044965,AB51 3QJ,57.27922657,-2.37214892,Aberdeenshire
Summerhill Community Centre,SC044966,DG2 9EF,55.0685771,-3.63098905,Dumfries & Galloway
Agape Wellbeing ,SC044968,G74 1JR,55.76106803,-4.17507661,South Lanarkshire
Govan Schools & Community Pipe Band LTD,SC044971,G51 4EE,55.85684999,-4.33847591,East Renfrewshire
Friockheim Community Hub Limited,SC044972,DD11 4TG,56.63804046,-2.66166427,Dundee City
Collieston Harbour Heritage Group,SC044974,AB41 8RQ,57.34786922,-1.93571647,Aberdeenshire
Home Comforts North Lanarkshire,SC044975,ML6 6LS,55.87268254,-3.97520643,North Lanarkshire
The Garioch Charities Shop,SC044976,AB51 3QA,57.28186407,-2.37332004,Aberdeenshire
Tarbert Soup Group,SC044978,PA29 6YE,55.82265084,-5.49336298,Highland
12th Ayr Boys' Brigade Company,SC044980,KA7 4PW,55.43222341,-4.64260451,South Ayrshire
The River Church,SC044982,AB51 5NE,57.23503505,-2.44018609,Aberdeenshire
Helmsdale Community Transport,SC044983,KW8 6JA,58.11666829,-3.65279991,Highland
Stonehouse Jubilee Club,SC044988,ML9 1UR,55.74720539,-3.98479235,South Lanarkshire
Langholm Common Riding,SC044989,DG13 0JH,55.15167663,-2.99950548,Dumfries & Galloway
2nd Killin & District Scout Group,SC044994,FK20 8RJ,56.38832736,-4.61875907,Stirling
Portlethen and District Men's Shed,SC044995,AB12 4RB,57.07162182,-2.12823358,Aberdeenshire
Boleskine Community Care,SC044996,IV2 6YB,57.25399077,-4.49456239,Highland
Lockerbie Old School Community Hub (SCIO),SC044998,DG11 2EL,55.11591867,-3.36368864,Dumfries & Galloway
All Roads Lead To Whithorn,SC045000,DG8 8NU,54.73262606,-4.41622985,Dumfries & Galloway
Grimsay Community Association,SC045009,HS6 5JA,57.48577899,-7.23953943,Western Isles
Toward Seasports Club (SCIO),SC045012,PA23 7SR,55.88492661,-4.96861657,Argyll & Bute
Papa Stour History and Community Group ,SC045013,ZE2 9HG,60.05252443,-1.21053272,Shetland Islands
1st Onthank Rainbow Unit,SC045014,KA1 3NW,55.59474377,-4.4870266,South Ayrshire
Getting You To The Starting Line,SC045015,KA18 3LU,55.47725096,-4.21058748,East Ayrshire
1st Fraserburgh Scout Group,SC045016,AB24 4RE,57.16582012,-2.12631149,Aberdeenshire
Planet Tennis,SC045017,EH48 2SX,55.89749551,-3.65258667,West Lothian
Rape and Sexual Abuse Service Highland,SC045019,IV1 1NB,57.48309996,-4.23110231,Highland
Autism Awareness Association,SC045020,AB25 2TZ,57.14923974,-2.11465276,Aberdeen
James and Mary Walker Lifeboat Community Restoration Project,SC045022,KY10 3JL,56.23402991,-2.68744344,Fife
Loreburn Hall Trust,SC045023,DG1 2NJ,55.06978837,-3.613607,Dumfries & Galloway
Cardenden Community Development Forum,SC045024,KY5 0HB,56.14912031,-3.2496368,Fife
10th City of Dundee Rainbow Unit,SC045026,DD2 1QY,56.46154528,-3.02550718,Angus
Ferrywell Youth Project,SC045027,EH13 9LX,55.90464439,-3.22189568,City of Edinburgh
Milne Hall Management Committee,SC045034,AB32 6YD,57.16455591,-2.34161417,Aberdeenshire
Glenmuckloch Energy Park,SC045035,DG4 6BL,55.36748748,-3.92390223,Dumfries & Galloway
Lasswade Gymnastics Club,SC045040,EH19 2LA,55.87249622,-3.11470065,Midlothian
RecoveryAyr SCIO,SC045041,KA7 1DL,55.4621232,-4.63664743,South Ayrshire
125 Memorial Association,SC045042,TD14 5BG,55.87328531,-2.09568907,Scottish Borders
Kinross-shire Youth Enterprise SCIO,SC045043,FK14 7PT,56.16251764,-3.69329352,Perth & Kinross
5th Paisley & District (Oldhall) Scout Group,SC045044,PA1 3HN,55.84704975,-4.38870499,Renfrewshire
Community Veterans Support,SC045047,G51 3UU,55.86362946,-4.31265681,Glasgow City
The Bridge Community Project,SC045049,EH54 5FD,55.90801065,-3.51121415,West Lothian
St Andrews Free Church of Scotland ,SC045054,KY15 4HQ,56.321008,-3.00458074,Fife
A Heart for Duns,SC045056,TD11 3QJ,55.76814158,-2.35262523,Scottish Borders
The Japanese Garden at Cowden Castle SCIO,SC045060,FK14 7PL,56.17421998,-3.66131774,Perth & Kinross
East Africa Community Centre of Glasgow,SC045063,G5 9RR,55.8446164,-4.26215118,Glasgow City
Community Transport East Renfrewshire SCIO,SC045068,G78 1LR,55.79778388,-4.39950373,East Renfrewshire
Clydesdale Food Bank,SC045073,ML8 4BH,55.73981558,-3.82926055,South Lanarkshire
East Neuk Community Action Plan,SC045074,KY10 2RF,56.23727187,-2.77579697,Fife
North Ayrshire Book Festival,SC045075,KA11 4DP,55.60215051,-4.65413592,North Ayrshire
Friends of the River Almond Walkway,SC045077,EH4 8EX,55.95891943,-3.31673373,City of Edinburgh
Symington Spark,SC045078,KA1 5PN,55.55817925,-4.55255797,South Ayrshire
Brechin Buccaneers Cricket Club,SC045079,DD9 7EB,56.72803952,-2.64487608,Angus
The Cumbrae Forum ,SC045080,KA28 0AB,55.75321118,-4.92905939,North Ayrshire
The Brunton Trust,SC045087,EH21 6AA,55.94314454,-3.05603196,East Lothian
Avril's Trust,SC045091,TD9 9NP,55.42606149,-2.78098144,Scottish Borders
Laurieston Tennis Club,SC045095,FK6 6HN,56.02669152,-3.9134501,Falkirk
Helensburgh & Lomond Autism,SC045096,G84 8JG,56.02174986,-4.77584122,Argyll & Bute
Scatwell Community Association,SC045102,IV6 7QG,57.56571278,-4.68173027,Highland
1st A Kilsyth Rainbow Unit,,G65 0DW,55.97747774,-4.04568327,
Highland Perthshire Crossing Borders (SCIO),SC045107,PH15 2JQ,56.61850402,-3.9450727,Perth & Kinross
Kilsyth Community Food Bank,SC045108,G65 9EH,55.97292941,-4.09283242,North Lanarkshire
Stenhouse Senior Section Unit,SC045110,FK5 3HG,56.01674524,-3.82075573,Falkirk
The Well,SC045111,ML6 6BT,55.88090303,-3.98206712,North Lanarkshire
Midmar Public Hall SCIO,SC045112,AB51 7LS,57.15145326,-2.48029853,Aberdeenshire
St Gerardine Primary School Parent Council,SC045113,IV31 6JX,57.71877531,-3.29154811,Moray
Shettleston Mens Shed,SC045115,G32 7EH,55.85251555,-4.17906606,Glasgow City
Arran Community Energy,SC045116,KA27 8BQ,55.5737174,-5.13572035,North Ayrshire
The Lazarus Project,SC045117,AB24 4NR,57.16962467,-2.13044204,Aberdeen
Glasgow South West Foodbank ,SC045121,G41 3PT,55.82603548,-4.28712936,Glasgow City
"Bump,Baby and Beyond  (Dumfries and Galloway)",SC045122,DG1 4XX,55.05715882,-3.57884223,Dumfries & Galloway
154th Edinburgh North East Scout Group,SC045127,EH8 7DW,55.95409197,-3.15192695,City of Edinburgh
Autism Rocks (Fife),SC045130,KY8 1AT,56.17008875,-3.03516519,Fife
Currie Star Football Club,SC045131,EH9 2HE,55.92967132,-3.1895516,City of Edinburgh
Lauderdale Scout Group,SC045132,TD2 6NZ,55.77129768,-2.80027364,Scottish Borders
1st Danderhall Brownie Unit,,EH26 9AZ,55.83325847,-3.23490332,
Reay Hall,SC045134,KW14 7RE,58.56019955,-3.76907102,Highland
Innellan Village Hall SCIO,SC045136,PA23 7SE,55.89618078,-4.9559419,Argyll & Bute
Newlands Junior College Limited,SC045144,G74 5PA,55.76818619,-4.2277326,South Lanarkshire
The Friends of Barshaw Park,SC045147,PA1 3HJ,55.8498884,-4.38739337,Renfrewshire
Belville Community Garden Trust,SC045148,PA15 4UN,55.94206152,-4.73909446,Inverclyde
Rosyth & District Musical Society,SC045149,KY11 4PS,56.06365851,-3.44028272,Fife
North Ayr Thegither!,SC045150,KA8 0ND,55.47291713,-4.58704587,South Ayrshire
Ochiltree Community Hub,SC045152,KA18 2PE,55.45990794,-4.36700701,South Ayrshire
Kirkintilloch Community Sports Club,SC045155,G66 1NZ,55.9360931,-4.15271196,East Dunbartonshire
Berwickshire Bible College,SC045159,TD11 3TE,55.79891801,-2.2154875,Scottish Borders
Dr Elsie Inglis Scottish Women's Hospitals' Trust,SC045161,EH9 1JX,55.93940779,-3.19087469,City of Edinburgh
Edinburgh Tool Library,SC045162,EH7 4QB,55.96397379,-3.17969449,City of Edinburgh
Dalbeattie Community Minibus,SC045164,DG5 4AR,54.93282607,-3.82896241,Dumfries & Galloway
1st Prestwick Brownie Unit,SC045167,KA9 1QZ,55.49652788,-4.61760263,South Ayrshire
The North Kessock Ticket Office Project,SC045168,IV1 3XN,57.50128372,-4.24593256,Highland
3rd Alloway Brownie Unit,SC045171,KA7 4EE,55.41503792,-4.62962089,South Ayrshire
Kingussie High School Parent Council,SC045172,PH21 1AD,57.13173911,-3.92806658,Highland
Beechgrove Sports Partnership,SC045174,DG10 9HT,55.33519494,-3.44417537,Dumfries & Galloway
PALS (Play and Learning Support)SCIO,SC045175,G66 3QW,55.93688163,-4.12438332,North Lanarkshire
65th City of Dundee Guide Unit,SC045177,DD5 3WL,56.48160622,-2.87295167,Angus
65th B City of Dundee Brownie Unit,SC045178,DD5 3WL,56.48160622,-2.87295167,Angus
Little Buds Playgroup,SC045180,EH33 1AD,55.94579017,-2.95423597,East Lothian
Acrobay Gymnastics Trust,SC045182,KY11 2SF,56.04452786,-3.43412744,Fife
Seaboard Cares (SCIO),SC045184,IV20 1XD,57.76353888,-3.89689311,Highland
Raasay DevelopmentTrust Limited,SC045185,IV40 8PA,57.34816328,-6.06833245,Highland
2nd Bearsden Rainbow Unit,SC045186,G21 1LL,55.88501713,-4.23696601,East Dunbartonshire
3rd Stirling Rainbows,SC045188,FK7 0DG,56.09946894,-3.9315944,Stirling
Mauchline Community Action Group,SC045189,KA5 5DR,55.51323789,-4.38167657,East Ayrshire
1st West Kilbride Rainbow Unit,SC045193,KA30 9HX,55.79669773,-4.86093255,North Ayrshire
West Lothian Wolves Basketball Club,SC045197,EH54 9LF,55.87076331,-3.51270756,West Lothian
City of Edinburgh Basketball Club,SC045199,EH39 4PJ,56.05619028,-2.72141541,East Lothian
Newcastleton & District Old People's Welfare Group,SC045200,TD9 0QP,55.1774497,-2.81337197,Scottish Borders
Remember Mary Barbour Association,SC045201,G23 5NN,55.9072268,-4.28190839,Glasgow City
2nd West Kilbride Guide Unit,SC045203,KA30 9HX,55.79669773,-4.86093255,North Ayrshire
Dalgety Bay Community Woodland Group,SC045205,KY11 9YU,56.02728052,-3.3598984,Fife
22nd Dundee Mains of Fintry Scout Group,SC045206,DD3 0AN,56.48776457,-2.97959093,Dundee City
Arkaig Community Forest,SC045209,PH34 4EJ,56.94577187,-4.98213654,Highland
An Ealdhain Arts Trust,SC045211,PH34 4EU,56.89502364,-4.91324817,Highland
Thurso Community Sports Hub,SC045214,KW14 8SL,58.58496542,-3.37387396,Highland
Glasgow Ahlul-Bayt Association,SC045216,G46 6RG,55.79305237,-4.30149896,Glasgow City
